gnd_id,preferred_name,variant_names,date_of_birth,date_of_death,professions,places_of_birth
118554948,"Hus, Jan",Johann von Hussinetz|Hussus Johannes|Joannes Hussus|John Hus|Ian Hus|Jan|Johannes Bohemus|Johannes Hussita|Magister de Hussinetz|Joan Huß|Giovanni Huss|Giovanni Hus|Johannes Hussus|Paulus Constantius|Joannes Hussita|Jean Huss|Hus Johannes|Joh. Hus|Johannes Hussen|Bohemus Hussus|Iean Hus|Johannes von Hussinetz|Ioannes Hus|Joannes Huß|Iohannes Hus|de Hussenytz Johannes|Johann Hus|Hus Iohannes|Johannes Hussus|Hus Jan|Jean Hus|Johannis Hus|Johannes|Bohemus Johannes|Iohannes|Johann Huss|Johannes Hus|Johann Huß|Hean de Huussinecz|Huss Johann|Johannes Hus von Hussinecz|de Hussinecz Jan|Johannes Huss|Joannes Hus|Jean|Joannes Hussius|Johannes Hus von Hussinecz|Jan Huss|Johannes Huß|Johann Hussen|Joannes Husz|Ioan. Hussus|de Hussinecz Jean|John Huss|Iohannes Hus|Ioannes Huss|Husius Johannes|Johannes Hussius|Joannis Hus|Johannes de Hussenytz|Jan Hus,1369,1415-07-06,Theologe|Reformator|Hochschullehrer|Liederdichter|Rektor|Prediger,Husinec
118555642,"Innozenz III., Papst","de Segni Lotario|Papa Innocenzo III.|Papst Innocentius III.|Lotario, Papst De Segni|Pope Innocentius III|Pape Innocent III.|Papst Inocencio III|Romanus Pontifex Innocentius III.|Papa 3 Innocentius|Papst Innozenz III.|Papst Innocenz III.|Anagninus Lotharius|Papst Innozenz III|Diacon Lotharius|Johannes Lotharius|Lotario Conti|Papa Innocenz III.|Lothaire De Conti|Lothaire de Conti|Lotario di Segni|de'Conti Lothaire|Lothaire de' Conti|Papa Innocentius III.|Papa Innocentius III|Lotharius Johannes|Lotharius|di Segni Lotario|de Conti Lotharius|Diacon Lotharius|Lothar von Segni|Lotario, Papst Di Segni|Lothaire DeConti|Conti Lothario|Lotario de, Papst Segni|Papst Innocenzo III|Pope Innocenzo III|Lotario Di Segni|Pape Innocent III|Papa Innocentus III.|Papst 3 Innocentius|Lothair of Segni|Lotario DiSegni|Romanus Pontifex Innocentius III.|Lotario De Segni|Papst Innozenz III.|von Segni Lothar|Lotario dei Conti di Segni|Papst Innocent III|cardinalis Lotharius|de Segni Lotharius|Lothaire De'Conti|Lotharius Anagninus|Pope Innocenz III|Papa Inokentij III.|Pope Innozenz III|di Segni Lotharius|Papa, III. Innocentius|Innozenz III.|Papa Innocentius III.|Papa Innocenzo III.|Papst Innocenz III|Pape Innocent III.|Papst Innocentius III|Papa Innocenzo III|III Innocent|Papst Innozenz III.",1160,1216,Papst,Segni
118555995,"Isidor, Sevilla, Erzbischof, Heiliger","Hispalensis, Heiliger Pseudo-Isidorus|San, Heiliger Isidoro|Hispalensis, Heiliger Isidorus|de Sevilla, Heiliger Isidoro|Isidorus von, Heiliger Sevilla|Hispaliensis, Heiliger Isidorus|of Seville, Heiliger Isidore|Sanctus, Heiliger Isidorus|von Sevilla, Heiliger Isidorus|Hyspalensis, Heiliger Isidorus|of Sevilles, Heiliger Isidore|Heiliger Ysidorus|Heiliger Isidor|Isidorus, Heiliger Hispalensis|de Séville, Heiliger Isidore|de Sevilla, Heiliger Isidorus|di Siviglia, Heiliger Isidoro|Heiliger Isidorus|Heiliger Jsidorus|Sanctus Isodorus|von Sevilla, Heiliger Isidor|Episcopus, Heiliger Isidorus|of Sevilla, Heiliger Isidore|Sevilla, Erzbischof, Heiliger Isidor",0560,0636,Erzbischof|Gelehrter,Cartagena
118556401,"Jacobus, Genua, Erzbischof","de Gênes Jacques|von Voragine Jakob|Jacobus aus Varazze|de Voragine Jacques|de Foragine Jacobus|Iacopo da Varagine|di Voragine Giacobo|Jacobus a Varagine|de Varazze Jacobus|Jacobus de Voragine|Vico Virginis Jacobus|de Voragine Jakobus|da Varazze Jacopo|de Viraggio Jacobus|Genuensis Jacobus|aus Varazze Jacobus|de Varragio Jacobus|de Voragine Jakob|de Veragine Jacobus|de Viragine Jacobus|Januensis Jacobus|da Varagine Iacopo|di Genova Jacopo|a Varagine Jacobus|Jacobus de Viragine|de Varagine Jacobus|Ianuensis Jacobus|Iacopo da Varazze|da Varagine Iacobo|Jacobus de Varagine|de Varaggio Jacobus|de Voràgine Jaume|Archevêque de Gênes Jacques|a Voragine Jacobus|de Voragine Jacobo|Jacobus de Viraze|de Boragine Jacobus|di Varagine Jacopo|de Voragine, Genua, Erzbischof Jacobus|da Varazze Iacopo|da Varazze Giacomo|Jacques de Voragine|Genua, Erzbischof Jacobus",1228,1298,Erzbischof|Schriftsteller|Theologe,Varazze
118556754,"Jacobus, de Paradiso",Jacobus de Jutirboc|de Clusa Jacobus|Jacobus de Jüterbogk|de Jüterbog Jacobus|von Jüterbog Jakob|Jacobus de Paradiso|de Claratumba Jacobus|Jacobus Junterburgiensis|de Polonia Jacobus|de Erfordia Jacobus|Iacobus Carthusiensis|Jakob von Paradies|Jacobus von Erfurt|Iacobus de Paradiso|Jacobus|Jacobus aus Jüterbog|de Juterbog Jakob|der Kartäuser Jakob|de Junterborck Jacobus|von Paradies Jakob|Junterbuck Jacobus|Cartusiensis Jacobus|z Paradyz̀a Jakób|Jacobus de Jüterbog|z Paradyża Jakub|Iunterburgius Jacobus|Jakub|Jacobus de Clusa|der Karthäuser Jakob|Carthusiensis Jacobus|Kuniken Jakob|Iunterbuck Jacobus|Jacobus Iunterburgius|Jakob|Iacobus|of Jüterbogk Jacobus|Kunike Jakob|Jacobus Erffordiensis|de Jüterbogk Jacobus|Cisterciensis Jacobus|de Cracovia Jacobus|de Paradiso Iacobus|Coneken Jakob|de Jutirbock Jacobus|Jakob von Jüterbog|von Jüterbog Jacob|Jakób|Junterburgius Jacobus|Jacobus Junterburgius|Carthuser zu Erdfurt Jakob|de Paradiso Jacobus,1381,1465,Theologe,
118557831,"Johannes, Chrysostomus","الأنطاكي يوانيس|Johannes, Archevêque de Constantinople Chrysostomos|John, Erzbischof von Konstantinopel Chrysostum|Pseudo-Chrysostomus|Sanctus Johannes|Yuḥannā ad-Dahabī al-Fam|Pseudochrysostomus|Crisostomo Giovanni|Chrysostome John|Jean, Archevêque de Constantinople Chrysostome|Chrysostom John|Pseudo-Chrysostome|Sanctus Johannes Chrysostomus|Yowhan Oskeberan|Episcopus Chrysostomus|Zlatoust Johannes|Patriarcha Johannes I.|Ioann Zlatoust|Johannes Chrysostomus|Yuḥannā ad̲-D̲ahabī al-Fam|St. John Chrysostom|Grisostomo Giovanni|Златоуст Іоанн|John Chrysostom|Zlatoust Ioann|τῆς Ἀντιόχειας Ἰωάννης|Յովհան Ոսկեբերան|Chrysostomus|Johannes, Archevêque de Constantinople Chrysostomus|John, Archevêque de Constantinople Chrysostom|John, Archevêque de Constantinople Chrysostum|Scriptor ecclesiasticus Chrysostomus|Episcopus Johannes|Crisóstomo Juan|Zlatoustyj Ioann|Aranyszájú, Erzbischof von Konstantinopel Szent János|Chrysostomos, Archbishop of Constantinople Johannes|Boccadoro Giovanni|Oskeberan Hovhannes|الانطاكي يوانيس|Constantinopolitanus, I. Johannes|Crisostomo, Archbishop of Constantinople Giovanni|Chrisostomos Johannes|Johannes, Archbishop of Constantinople Chrysostomus|Chrysostome, Archevêque de Constantinople Jean|John, Archbishop of Constantinople Chrysostom|Erzbischof von Konstantinopel Aranyszájú Szent János|Johannes Chrysostomus|Chrysostomus, Archevêque de Constantinople Johannes|Giovanni, Erzbischof von Konstantinopel Crisostomo|St. John Chrysostom|Chrysostomos, Archevêque de Constantinople Johannes|Constantinopolitanus Johannes I.|Chrysostomos Johannes|Giovanni, Archbishop of Constantinople Crisostomo|Crisostomo, Archevêque de Constantinople Giovanni|Crisostomo, Erzbischof von Konstantinopel Giovanni|Chrysostomus, Erzbischof von Konstantinopel Johannes|Chrysostomos, Erzbischof von Konstantinopel Johannes|Giovanni, Archevêque de Constantinople Crisostomo|John, Archbishop of Constantinople Chrysostum|Ἰωάννης ὁ Χρυσόστομος|al-Anṭākī Yūwānīs|Johannes, Erzbischof von Konstantinopel Chrysostomos|Giovanni Boccadoro|Yovhan Oskeberan|Chrysostôme Jean|Jean Chrysostome|Johannes, Erzbischof von Konstantinopel Chrysostomus|Chrisostomus Johannes|Chrysostum, Archbishop of Constantinople John|Konstantinopel ; Patriarch 1 Johannes|Yuḥannā Fam-aḏ-Ḏahab|Chrysostom, Archbishop of Constantinople John|Chrysostomus, Archbishop of Constantinople Johannes|Jean, Archbishop of Constantinople Chrysostome|Joannes Chrysostomos|Jean, Erzbischof von Konstantinopel Chrysostome|Johannes, Archbishop of Constantinople Chrysostomos|Yuḥannā Fam-ad-Dahab|Chrysostome, Erzbischof von Konstantinopel Jean|Zlatousty Jan|Chrysostum, Archevêque de Constantinople John|Goldmund Johannes|Chrysostom, Archevêque de Constantinople John|John, Erzbischof von Konstantinopel Chrysostom|Krisōstōminṭe Jōṇ|Oskeberan Yowhan|Ok'ropiri Ioane|Constantinopolitanus Johannes|Oskeberan Yovhan|Jan Chryzostom|Chrysostum, Erzbischof von Konstantinopel John|Chrysostom, Erzbischof von Konstantinopel John|Chrysostomos Iōannēs|Juan, Sanctus Crisóstomo|Pseudo-Iohannes Chrysostomus|Konstantinopel, Patriarch, I. Johannes|Antiochenus Johannes|Scriptor Ecclesiasticus Chrysostomus|Chrysostomus Pseudo-Johannes|Oskeberan Jowhannes|Patriarcha, I. Johannes|Chrysostome, Archbishop of Constantinople Jean|Johannes Chrysostomus aus Antiochia|Konstantinopel, Patriarch Johannes I.|Chrysostome Jean|Johannes Chrysostomos|Giovanni Crisostomo|Saint John Chrysostom|Zlatoust Īoann|Saint John|Chrysostomus Johannes",0344,0407,Kirchenschriftsteller|Patriarch|Kirchenlehrer,
118557866,"Gerson, Jean",Jean Lecharlier Gerson|Jean de Gerson|Johannes de Gersonio|de Gersonio Johannes|Joannes de Gerson|Johannes Gersonius|Johann Charlier|Charlier Johannes|Jean Charlier de Gerson|Jean C. de Gerson|Ioannes Gersen|Jehan Jarson|Carlerius Johannes|Jean Lecharlier Gerson|Johannes de Gerson|Jean|Jehan Gerson|Joannes Gersen|Carlerius de Gerson Johannes|Jean Charlier|Joannes Gerson|de Canabaco Johannes|de Gersonne Ioannes|di Cavaglià Giovanni Gerson|Giovanni Gerson|Johannes Gerson|Jean Charlier de Gerson|Gerson Johannes|John|Gersenius Johannes|aus Gerson Johannes|Johannes aus Gerson|Jean Lecharlier|Juan Gerson|Arnaudi Charlier Johannes|Johannes Gerso|Gersonius Johannes|Jean Charlier Gerson|Johannes Jerson|Johannes Carlerius|de Gersonne Joannes|Giovanni Gersen|Jarson Johannes|Gio. Gersone|Johannes Jarson|de Gerson Jean|de Gerson Johannes|Gersen Johannes|Gerson Jean|le Charlier Jean|de Jersona Johannes|Johannes|Johannes de Gersona|Charlier de Gerson Jean|Johannes Gersen|Johannes Garson|Johannes Jarsson|Joannes de Canabaco|Giovanni Gersone|Gerson John|de Gersen Johannes|Jean Gerson,1363-12-13,1429-07-12,Theologe|Mystiker|Hochschullehrer|Kanzler,
11855803X,"Johannes, von Salisbury, Bischof","Petit Jean|de Salisbury, Evêque Jean|Jean de Salisbury|of Salisbury, Bishop John|Saresberiensis Ioannis|Exiguus Johannes|Saresberiensis Joannes|of Chartres Johannes|Saresberiensis Ioannes|Saresberiensis Johannes|Johannes Severianus|Salesberiensis Johannes|Petitus Johannes|Carnotensis Joannes|de Salisbury Johannes|Salisburiensis Johannes|di Salisbury Giovanni|Carnotensis Johannes|of Chartres John|Episcopus Johannes|Johannes von Salisbury|de Sarisbéry Jean|Saresberiensis Episcopus Carnotensis Ioannes|Johannes de Sacaberiis|z Salisbury Jan|de Sacaberiis Johannes|Salisbury John|Exoniensis Johannes|le Petit Jean|de Salisbury Juan|Severianus Johannes|Salesberiensis Joannes|Parvus Johannes|Sarisberiensis Johannes|von Salisbury, Bischof Johannes",1115,1180,Bischof|Philosoph,Salisbury
118574957,"Ludwig IV., der Bayer, Heiliges Römisches Reich, Kaiser","il Bavaro Ludovico|der Baier Ludwig|Imperator Ludovicus"" IV.|der Bayer Ludwig|Germania, Imperator Ludovicus IV.|Bavaria Ludovicus IV.|Bayern, Herzog Ludwig IV.|Bavarus Ludovicus|Bavaria, Dux Ludovicus IV.|Kaiser Ludwig IV.|der Bayer, Heiliges Römisches Reich, Kaiser Ludwig IV.",1282,1347-10-11,,München
118575228,"Lucianus, Samosatensis",de Samosate L.|Von Antiocheia Lukianos|Lucianus|Lucianos|Lucianus de Samosata|Luciano de Samosata|Samōsateōs Lukianos|Sophist Lukianos|Philosophus Lucius|Lucianne de Samosata|of Samosta Lucian|de Samosata Lucianne|iz Samosati Ljukijan|Lucian Von Samosata|de Samosate Lucien|as-Sumaisāṭī Lūqijānūs|Von Antiochien Lukian|De Samosata Lucianus|as-Sumaisāṭī Lūkijānūs|Lucianus Somosatensis|Lucian of Samosata|Antiochenus Lucianus|Lucian|לוקיינוס|Samosatensīs Lucíanus|Of Samosata Lucian|Lucianus Antiochenus|Sophiste Lucien|Lukian von Samosata|von Samosata Lukian|Lucian von Antiochien|Lucius|Samosateus Lucianus|Philosophus Lucianus|Satiricus Lucianus|Lucianus De Samosata|iz Samosaty Lukian|di Samosata Luciano|von Patrai Lukios|de Samósata Luciano|Luciano di Samosata|Lutianus|von Samosata Lukianos|Lucian von Samosata|Von Antiochien Lucian|ho Samosateos Loukianos|Lukianos von Antiocheia|of Samosata Lucian|Llucià|Lukianus|de Patras Lucius|Lucien|Lukianos|von Samosata Lukianus|Sophista Lucianus|Luḳiyanus|Lukian Antiochenus|de Samosata Lucianus|Sofista Luciano|Pseudo-Lucianus Samosatensis|Samosatensis Lucian|Samosatenus Lucianus|Luciano|Samosatēs Lukianos|Lukian|von Samosata Lucian|Lukina von Antiochien|Antiochenus Lukian|Samosatensis Lucianus,0120,0180,Schriftsteller|Satiriker,Samosata
118575279,"Lullus, Raimundus",Raymundo Lulio|Remondus Lullius|Ramón Llull|Raymund Lullius|Raymundus Lullus|Eremita Remundus|Lullo Raimondo|Raimundus Lullus|Pharamundus Reimundus Lullius|Lull Ramón|Rainmundus Lullus|Raimondus Lullius|Raimund Lull|Raimondo Lullo|Lulle Raymond|Llull Ramón|Lullius Raimundus|Lull Ramon|Raimundus Lulius|Lullus Raymundus|Raemundus Lullius|Lullus Raimundus|Raimundo Lulio|Raimvndvs Lvllvs|Lullus Pseudo-Raimundus|Raymond Lulle|Ramón Lull|Lull Raymond|Rajmund Lull|Raemondus Lullus|Raymond Lull|Reymund Lully|Raymundus Lullius|Remon Llull|Raymundus Lulius|Raimondus Lullus|Raemondus Lullius|Beatus Raimundus|Raimundus Lullius|R. Lulle|Raimundus Lulius|Llull Rajmund|Eremita Raimundus|Lulio Raimundo|Lull Raimund|Remondus Lullus|Raemundus Lullus|Rhaimundus|l'Eremite Raymond|Raimundus Lullus,1232,1315,Schriftsteller|Theologe|Philosoph,Palma de Mallorca
118578081,"Marquard, von Lindau",Funke Marquardus|Lector Argentinensis Marquardus|de Lindaugia Marquardus|de Lindavia Marquardus|Marquardus (Custos Fratrum super Lacum)|Marcus von Lindau|von Lindau Markus|Marquard von Lindau|Custos Fratrum super Lacum Marquardus|Marquardus (Funke)|de Lindovia Marquardus|Marquardus Funke|Marquardus de Lindaugia|von Lindau Markwart|de Lindagia Marquard|Lindaviensis Marquardus|von Lindau Markward|Marquardus de Lindavia|de Lindowe Marquardus|Marquardus (Lector)|von Lindau Marcus|Lector Marquardus|von Lindau Marquardus|von Lindau Marquard,1320,1392,Mystiker|Prediger,
118579797,"Mechthild, von Magdeburg",z Magdeburga Mechtylda|of Magdeburg Mechthild|Mechthild von Magdeburg|of Magdeburg Matilda|de Magdeburg Mechthild|de Magdebourg Mechtilda|Magdeburgensis Mechthildis|Schwester Mechtildis|von Magdeburg Mechthildis|von Magdeburg Mechtild|Sancta Mechtildis|Magdeburgskaja Mechtilʹda|di Magdeburgo Matilde|fr°n Magdeburg Mechthild|Schwester Mechthild|Sancta Mechthildis|de Magdebourg Mechtilde|Magdeburgensis Mechtildis|von Magdeburg Mechthild,1210,1282,Begine|Mystikerin,
118581422,"Methodius, Olympius",von Olympos Methodios|Christlicher Schriftsteller Methodios|de Patara Pseudo-Methodius|di Olimpo Metodio|Methodius Olympius|Methodius|Lyciae Episcopus Methodius|Hieromartyr Methodius|de Tyro Methodius|de Olympo Methodius|Lycius Methodius|Patarensis Methodius|Episcopus Methodius|Märtyrer Methodios|de Patara Methodius|Bischof Methodios|von Olympus Methodius|Sanctus Methodius|Tyrus Methodius|Pseudo-Methodos|di Olimpio Metodio|Scriptor Ecclesiasticus Methodius|von Chalkis Methodios|Philippensis Methodius|Pseudo-Methodios|Methodius von Olympus|d'Olympe Méthode|Pseudo-Methodius|de Olympo Pseudo-Methodius|Archiepiscopus Methodius|Olympius Methodius,0230,0311,,
118583611,"Petrus, de Monte","of Brescia Petrus|de Monte, Jurist, Historiker, Italien Petrus|Brescia, Bischof Petrus|Pietro del, Jurist, Historiker, Italien Monte|da Monte Piero|da Monte Pietro|Pietro DelMonte|del Monte Pietro|Episcopus Petrus|Petrus de, Jurist, Historiker, Italien Monte|Pietro Del Monte|Pietro del Monte|Petrus Montius|Petrus de Monte|Pietro, Jurist, Historiker, Italien Del Monte|Brixiensis Petrus|Jurist, Historiker, Italien Petrus Brixiensis|Petrus Montis|de Monte Pietro|Piero da Monte|de Monte Petrus",1400,1457,Kanonist|Bischof,
118588095,"Nikolaus, von Kues, Kardinal","Nicolaus (Trevirensis)|Cryfts Nicolaus|Criffts Nicolaus|Trevirensis Nicolaus|van Cues Nicolaas|de Cues Nicolaus|Nicolaus (Khryppfs)|Nicolaus (Chrypftz)|van Cusa Nicolaas|van Kues, Kardinal Nicolaas|Kuzanski Nikola|de Cusa, Kardinal Nicolás|Nicolas Kusa|Nicolaus de Cusa|Krebs de Cusa, Kardinal Nicolas|Cusanus, Kardinal Nicolaus|Nikolaus von, Kardinal Cusa|Nicolaus von, Kardinal Cues|Nikolaus, Kardinal Krebs|Krebs von Kues Nikolaus|Krebs de Cusa Nicolas|Nicolas Koebs|Nicolaus êvonë Cues|Nicolaus, Kardinal Khrypffs|Nicolas, Kardinal Khrypffs|Treverensis, Kardinal Nicolaus|of Cusa Nicholas|de Cusa Nicolaus|de Cuse, Kardinal Nicolas|von Kusa Nikolaus|Nicolas, Kardinal Koebs|Chrypffs Nicolaus|van Cues, Kardinal Nicolaas|Chrypffs, Kardinal Cusanus|Cusano Niccolò|Nicolas (Krebs de Cusa)|Kuzanski, Kardinal Nikola|Nicolai de, Kardinal Cusa|de Cues, Kardinal Nicolás|von Kues, Kardinal Nicolaus|da Cusa, Kardinal Niccolò|de Cues, cardinal Nicolas|Nicholas (of Cusa)|Trevelirensis, Kardinal Nicolaus|Nikolaus von Cusa|de Kues, Kardinal Nikolaus|Cunensis, Kardinal Nicolaus|de Cusa, Kardinal Nicolai|Krebs von Kues, Kardinal Nikolaus|de Cues, Kardinal Nicholas|Niccolò (Cusano)|Nikolaus êvonë Cues|Nicola (de Cusa)|Cusanus Nicolaus|Nicolas, Kardinal Cryftz|Nikolaus, Kardinal Cusanus|Kuzanskij Nikolaj|Nicolaus (Trevelirensis)|Kuzanskij, Kardinal Nikolaj|Nicolaus (von Cues)|von Cusa, Kardinal Nikolaus|Krebs Nicolaus|Cusano Nicola|Nicolaas (van Cues)|Cusanus, Kardinal Nikolaus|Nicolaus êdeë Cusa|Nicolaus (Krebs)|Nikolaus von, Kardinal Kues|Brixen, Bischof Nikolaus|Nicolò Cusano|Trevelirensis Nicolaus|Cusensis, Kardinal Nicolaus|Krebs, Kardinal Nicolaus|Nikolaj Kuzanskij|Nicolaus Cusanus|Nikolaj Kuzanec|Chrypfts, Kardinal Nicolaus|Nicolò, Kardinal Cusano|Brixiensis, Kardinal Nicolaus|Nicolai de Cusa|Criffts, Kardinal Nicolaus|Nicolas (de Cusa)|Kuzanec Nikolaj|Nicolaus von, Kardinal Cusa|Nicolaus (Brixiensis)|Niccolò (da Cusa)|Nicholas of Cusa|Nikolaus von Cues|Nikolaus (Krebs von Kues)|de Cues Nicolas|Niccolò, Kardinal Cusano|Nicolaus (Cryfts)|von Cusa Nicolaus|Nikolaus von, Kardinal Cues|de Cues Nicholas|Nikolaj, Kardinal Kuzanec|de Cusa, Kardinal Nicolaus|de Cues, Kardinal Nicolas|Bischof) Nikolaus (Brixen|de Cusa Nicola|Nicolas Cusanus|van Kues Nicolaas|von Cues, Kardinal Nicolaus|Nicolas (de Cuse)|von Cusa, Kardinal Nicolaus|Nicolaus (Cusanus)|iz Kuzy, Kardinal Nikolaj|Kardinal Chrypffs|von Cusa Nikolaus|von Cues Nikolaus|van Cusa, Kardinal Nicolaas|Nikolaus Chrypffs|Nicolaus Khrypffs|Nicola, Kardinal Cusano|Nicolaus (Criffts)|Nicolas (de Cues)|Nicolaus (Chrypffs)|Nikolaus (von Kues)|Nicholas of, Kardinal Cusa|Cusano, Kardinal Nicola|Chrypfts Nicolaus|Nicolaas (van Kues)|Nicolas, Kardinal Kusa|de Cusa Nicholas|Nicolaus (Chrypfts)|de Cusa, Kardinal Nicholas|von Kusa, Kardinal Nikolaus|Nicolas Khrypffs|Nicolaas (van Cusa)|von Cues Nicolaus|of Cusa, Cardinal Nicholas|Nicolas Cryftz|Nikolaj, Kardinal Kuzanskij|de Cusa Nicolai|de Cues, Kardinal Nicolaus|Nicholas (de Cues)|Brixen, Bischof, Kardinal Nikolaus|Nicolaus (de Cues)|Treverensis Nicolaus|de Cusa, Kardinal Nicola|Cryfts, Kardinal Nicolaus|Cunensis, Kardinal Nikolaus|Nicolaus, Kardinal Cusanus|Nicolaus (de Cusa)|aus Kues Nicolaus|Khryppfs, Kardinal Nicolaus|aus Kues, Kardinal Nicolaus|da Cusa Niccolò|Nikolaj Krebs|Kusánský, Kardinal Mikuláš|Brixiensis Nicolaus|von Kues Nikolaus|Nicolaus (Treverensis)|Chrypftz, Kardinal Nicolaus|Chrypftz Nicolaus|Nicola Cusano|de Cuse Nicolas|of Cusa, Kardinal Nicholas|Kuzanec, Kardinal Nikolaj|von Cues, Kardinal Nikolaus|Nicolas de, Kardinal Cues|Nikolaus Krebs|Nikolaus (von Kusa)|Nikolaj, Kardinal Krebs|Khryppfs Nicolaus|von Kues, Kardinal Nikolaus",1401,1464-08-11,Katholischer Theologe|Bischof|Philosoph,Kues
118590235,Origenes,Pseudo-Origenes|Theologe Origenes|von Alexandreia Origen|Origenis|Orygenes|von Alexandrien Origenes|Adamantius Origenes|Scriptor Ecclesiasticus Origenes|Theologus Origenes|Origen|Alexandrinus Origenes|von Alexandreia Origenes|Origenus|Origène|Kirchenlehrer Origenes|Ōrigenēs|Origines|d'Alexandrie Origène|of Alexandria Origen|Orijan|di Alessandria Origene|Docteur de l'Eglise Origène|Origene|Adamantios Origenes|Orogines|Presbyter Origenes|Origenes,0185,0254,Kirchenschriftsteller,
118590995,"Ovidius Naso, Publius","Publius N. Ovid|Ovidio|Ovide|Publiusz Owidiusz Naso|Pub. Ovidius Naso|Publio Ovidio Nason|Publius Ovidius Nasoo|Puellarum Ovidius|Ovidij|Naso Ovidij|Ovid|Públio Ovídio Nasão|Naso Ovide|Naso Ovidius|Publij Ovidij Naso|Publius-Naso Ovidius|Obidios|Publius Ovidius Nazoo|Poeta Ovidius|Owidiusz|P.O.N.|P. Ovidius Naso|Publius Ovidius|Publius Ovidius Naso|Ovídio|de Sulmone Ovide|Ovidius Naso Publius|Publius Ovidius Naso|Publio Ovidio Nasón|Publio Ovidio Nasone|Publius Naso Ovid|P. Ovidi Nasonis|Ovidius Naso|Pseudo Ovid|Publij Ovidij Nazon|Publius Ovidius Nazo|Publio Ovidio Nasone|Publius Ovid Naso|Publi Ovidi Nasó|Ovidiu|Publius Ovide Grand-Nez|Pelignensis Ovidius Naso|Publiusz Owidiusz Naso|Ovideo|Publius O. Naso|Poète Ovide|P. Ovidio Nason|Publius Naso|P. Ovidii Nasonis|Naso Owidiusz|Publij Nazon Ovidij|Publ. Ovidius Naso|Ovidio Nasone|Ovidius|Publius, Pelignensis Ovidius Naso|Publij O. Naso|Publius Owidyusz Nason|Ovyde|P. Ovidio Nasone|Publius Ovidius Naso",-0043,0017,Schriftsteller,Sulmona
118592815,"Persius Flaccus, Aulus",Perse|Aulo Persio|Aulus Flaccus Persius|Persio Flacco|de Volaterra Perse|Flaccus Aulus Persius|von Volaterrae Persius|Aulus P. Flaccus|A. Persio Flaco|Poeta Persius|Persius|Satiriker Persius|Perzius|Persio|P. A. Persius|Aulo Persio Flaco|Publius A. Persius|Aulo Persio Flacco|Aulus Persus|Aulus F. Persius|Aulus Persius Flaccus|Persius Flaccus Aulus|Flaccus Persius|Aulus|Satirist Persius|Aulus Persius|Aulus Persius Flaccus,0034,0062,Schriftsteller|Satiriker,Volterra
118593234,"Petrarca, Francesco",Petrarka|Francisco Petrarca|Francesco Pétrarque|Franciscus Petrarcha|Francesco Petrarch|Frančesko Petrarka|François Pétrarque|Franciscus Petrarche|Pétrarque|Francisco Petrarcha|Francoys Petrarcque|Franz Petrarch|Francescho Petrarcha|Petrarcha Franciscus|Francesco Petrarche|Francesco Petracco|Pseudo-Petrarca|Francisci Petrarce|Franz Petrarca|Fraunces Petrarcke|Franciscus Petarcha|Francisco Petrarche|Francesco Petrarcha|Franczyssek Petrarcha|Petrarca Franciscus|Pseudo- Petrarca|Francoys Petrarca|Petrarch|Petrarca Francesco|Petraca|F. P.|Franciscus Petracha|Francis Petrarch|Franciscus Petrarchus|Francoys Petrarque|Francesco Petrarka|France Petrarka|Franciscus Petrarca|Petracca|Françoys Pétracque|Francesco Petrarca,1304-07-20,1374-07-19,Schriftsteller|Geschichtsschreiber|Lyriker|Philosoph|Humanist|Librettist,Arezzo
118593331,"Petrus, Kardinal, Heiliger","... Pierdamiano|Damien Pierre|Pietro Damiani|Peter Damian|Sanctus Petrus|Pier Damiano|Damianus Petrus|Damiani Pier|Pierre Damien|Petrus Damianus|Pier Damiani|Petrus Damiani|Damiani Pietro|Peter Damianus|Damian Peter|Cardinalis Petrus|Damiano Pier|Damiani, Kardinal, Heiliger Petrus|Damiano Peter|Kardinal, Heiliger Petrus",1007,1072,Heiliger|Katholischer Theologe|Kardinal,Ravenna
