gnd_id,preferred_name,variant_names,date_of_birth,date_of_death,professions,places_of_birth
118503278,"Anselm, Canterbury, Erzbischof, Heiliger","Heiliger Anshelmus|Cantuariensis Anselmus|of Canterbury, Heiliger Anselm|Cantuariensis, Heiliger Anselmus|de Urbe Anselmus|Anselme de Cantorbéry|Ansīlm|of Canterbury Anselm|von Canterburg Anselm|Anselm von Canterbury|von Canterbury Pseudo-Anselm|de Canterbury Pseudo-Anselmus|de Bec Anselme|von Canterbury, Heiliger Anselm|Anselmo de Cantuária|of Aosta Anselm|Beccensis Anselmus|Anselmo De Cantuária|d'Aosta Anselmo|Anselm of Canterbury|Anselm d' Aosta|von Canterbury Anselmus|von Aosta Anselm|of Bec Anselm|Cantuariensis Pseudo-Anselmus|of Canterbury, Saint Anselm|Le Bec, Abt Anselm|Cantuariensis archiepiscopus Anselmus|Anselm von Le Bec|Canterbury, Erzbischof Anselm|von Canterbury Anselm|von Bec Anselm|Cantuariensis, Sanctus Anselmus|de Cantorbéry, Saint Anselme|de Cantorbéry Anselme|Canterbury, Erzbischof, Heiliger Anselm",1033,1109-04-21,Erzbischof|Theologe|Philosoph|Kirchenlehrer|Mönch|Abt,Aosta
118504436,"Arrianus, Flavius","von Nicomedeia Arrian|Lucius Flavius Arrianus|Nicomédie Arrien|Flavius Arrianos von Nikomedeia|von Nikomedeia Arrian|Philosophus Arrianus|Arrian von Nikomedien|Historiograph Arrianos|di Nicomedia Arriano|Pseudo-Arrianus|Arrien|von Nikomedeia Arrianos|Alexandrinus Arrianus|von Nicomedien Arrian|Arrhianos|Arrhianus|Arriano|Flavius Arianus|Arrianos|Bithynius Arrianus|Flavius, von Nikomedeia Arrianus|Nicomediensis Arrianus|Historicus Arrianus|Nicomedensis Arrianus|Arrian von Nicomedien|Arrianus von Nicomedien|Flavius Arrianos|Storiografo Arriano|Flavius Arrian|Flavio Arriano|Arrianus von Nikomedien|Politico Arriano|Arrian|Arrianus Flavius|Lucio Flavio Arriano|de Nicomédie Arrien|Arrianus|Flavius Arrianus",0095,0175,Historiker|Philosoph|Politiker,İzmit
118505114,"Augustinus, Aurelius, Heiliger","Szent Ágoston|Aurelio Agostino|of Hippo Augustine|Aurel Augustinus|Aurelius Augustinus|Agustin|St. Augustine|Sinte Augustijn|San Agustin|Hyppon, Bischof Augustinus|Sfîntul Augustin|Sankt Augustin|Hieros Augustinos|Świe̜ty Augustyn|von Thagaste Augustinus|z Hippo Augustin|Heiliger Augustinus|Augustin|Beatus Augustinus|Saint Augustin|St. Augustine|de Hipona Agustin|San Agostino|Divus Augustinus|Episcopus Augustinus|Hipponensis Aurelius Augustinus|Aurelius Augustus|Augustijus|Christian Writer Augustinus|San Augustin|Aurelius Augustine|Hippon, Bischof, Heiliger Augustinus|Augustin d' Hippone|d'Ippona Agostino|Auġusṭīn|Pseudo-Augustinus|Augustine|Aġusṭīnūs|Heiliger Augustin|Aurelius Augustinus|Pseudo-Aurelius-Augustinus|Kirchenschriftsteller Augustinus|Sancti Aurelii Augustini|Ôgostinos|von Hippo Augustinus|Saint Augustine|Augustinus Aurelius|Sant'Agostino|San Agustín de Hipona|Santo Agostinho|Kirchenvater Augustin|Augustýn|San Augostino|S. Aurelius Augustinus|Agostino|Ôgûsṭînûs|Sanctus Augustinus|Hippo, Bischof, Heiliger Augustinus|Hipponensis Augustinus|Avrelij Avgustin|Aurelius Pseudo-Augustinus|Avrelivs Avgustinvs|Szent Ágoston|Saint Augustine|Heiliger Augustinus|Saint Augustin|Saint, Bishop of Hippo Augustine|d'Hippone Augustine|San Agustín|San Agustín|Sankt Augustinus|San Augustín|di Ippona Agostino|Santo Agostino|d'Hippone Augustin|Hippo Regius, Bischof, Heiliger Augustinus|Pseudo-Agostino|Augustinus|Sanctus Aurelius Augustinus|Aurelius, Heiliger Augustinus",0354,0430,Kirchenlehrer|Bischof|Schriftsteller|Geistlicher|Kirchenväter,
118509810,"Bernard, Clairvaux, Abt, Heiliger","von Clairvaux, Heiliger Bernard|von Clairvaux, Heiliger Bernardus|Santo Bernardo|zu Clarevall, Heiliger Bernhard|San Bernardo|Divus, Heiliger Bernardus|Mellifluus, Heiliger Bernardus|von Clairvaux, Abt, Heiliger Bernhard|Claraevallensis, Heiliger Bernhardus|Clarevallensis, Heiliger Bernardus|Claraevallensis, Heiliger Pseudo-Bernardus|Abbas, Heiliger Bernhardus|B. v. Clairvaux|Claraevallis, Heiliger Bernardus|Burgundus, Heiliger Bernardus|Claraevallis, Heiliger Bernadus|Bernhard von, Heiliger Clairveaux|Abbas, Heiliger Bernardus|Heiliger Bernart|de Clairvaux, Heiliger Bernhard|Bernard Clairvaux|Claraevallensis, Sanctus Bernhardus|Bernhard von, Heiliger Clairvaux|Claravallensis, Heiliger Bernhardus|de Clairvaux, Heiliger Bernard|Szent Bernát|Heiliger Bernhard|Claraevallensis, Heiliger Bernhart|de Cistercio Bernardus|von Clairvaux, Abt Bernhard|de Fontaines, Heiliger Bernard|di Clairvaux, Heiliger Bernardo|Claraevallensis, Heiliger Bernadus|Claraevallensis, Heiliger Bernardus|de Claraval, Heiliger Bernardo|Clairvaux, Abt Bernard|de Cîtaux, Heiliger Bernard|de Clareval, Heiliger Bernardo|von Clairvaux Bernhard|Claraevallensis Bernardus|Sanctus Bernardus|Svatý Bernard|Saint Bernard|Sancto Bernardo|Sanctus Bernhart|di Chiaravalle, Heiliger Bernardo|of Clairvaux, Heiliger Bernard|Claravallensis, Heiliger Bernardus|Clairvaux, Abt, Heiliger Bernard",1090,1153-08-20,Abt|Theologe|Kirchenlehrer|Mystiker,Fontaine-lès-Dijon
11851217X,"Boccaccio, Giovanni","Joannes Boccaccius|Boccaccio|Joannes Boccatius von Certaldus|Joannes Boccatius|Boccaz|Giovanni Boccaccio da Certaldo|ǅovanni Bokkaččo|Juan Boccacio|Johannes B. de Certaldo|Iean Boccace|Joannes Boccacio|Giovanni Di Boccaccio|Johannes Bocacius|Boccatius Johannes|Boccarius Johannes|Giovanni Boccacci|Giouanni Boccaccio|Joannes Boccaccius Certaldus|Joannes B. Certaldus|Johannes Boccacius|Joannes Boccatius von Certaldo|Bocace|Jean Boccage|Ioannes Boccacius|John Boccaccio|Jehan Bocace|Johannes Boccatius|Giovanni Bocchaccio|Giovanne Boccacio|Bocaz|Joannes Boccaccius Certaldus|Giovanni Bocacci|Boccaccio Giovanni|Giovanni Di Boccaccio aus Certaldo|Joannes Boccatius de Certaldo|Giovanni di Boccaccio|Joannes Boccatius de Certaldo|Boccacius Johannes|Džiovanni Bokkaččo|John Bocace|Juan Bocacio|Juan Boccaccio|Joanni Bocatio da Certaldo|Johannes Cerdaldensis Bocatius|Ioannis Boccaccio|Johann Boccacius de Certaldo|Zhowanni Bokkachcho|Johannes Bocacius de Certaldo|Johannes Boccazo|Ioannes Boccatius|John Bochas|Johannes Boccacio|Boccace|Giovanni Boccaci|Johannes Boccaccius de Certaldo|Joannes Bocaccius|Johannes Boccacy|Johannes, aus Florenz Bocatius|Johannes Boccarius|Johannes Bocacius de Certaldo|Joanni B. de Certaldo|Ioannes Bocatius|Johannes B. de Cercaldis|Iehan Bocace|Ioannes Boccatius de Cetaldo|Жованни Боккаччо|Johannes Bocaccius|G. B.|Johannes Boccaccius de Certaldo|Jehan Boccace|Johannes Boccaccio|Jean Boccace|Johannes Baccacius|Joannes Boccatio|Giovanni Boccace|Giovanni Bocaccio|Đovani Bokačo|Giovanni Giovanni|Dčovanni Bokačo|Joannes Bocatius de Certaldo|Iehan Boccace|Joan Boccaccio|Bokkāccō|Bokkačio|Bocace Florentin|Giovanni di Boccaccio|Johannis Bocatius|Iean Bocace|Johannes Boccatio da Certaldo|Giovan Boccaccio|Johannes Boccaccius|Joannes Bocatius de Certaldo|Ioannes Boccatius de Cetaldo|Giovanni Bocaci|Joannes Bocatius|Joannes Boccatius von Certaldus|Bocatius|Džʹovanni Bokkaččʹo|Johannes Bocaccius de Cercaldis|Johannes Bocaccius de Cercaldis|Johannes Bocoaci da Certaldo|Johanis Bocatius|Jean Bocace|Johan Boccaci|Joannes Boccacius|Joannes B. von Certaldus|Giovanni Boccacio|Johannes Bocatius|Ioannes Boccatus|Joannes B. de Certaldo|G. Boccaccio|Giovanni Boccaccio",1313-06-16,1375-12-21,Schriftsteller|Lyriker,Certaldo
11851282X,"Boethius, Anicius Manlius Severinus",Anicius M. Boethius|Anicius Manlius Severinus Boetius|Boethius|Boethius Severinus|Anitius Manlius Torquatus Severinus Boetius|Torquatus Boethius|Boezio Severino|Boëthius|Anicius M. Boèce|Boeçio|Anicius Manlius Boèce|Anicius Manlius Severinus Boecius|Boethius Torquatus|Boèce|Severino|Pseudo-Boethius|Boethius Manlius|Severinus Boethius|Severinus|Boethius Anicius Manlius|Boethius Anicius|A. M. Boecyusz|Torquatus|Anicius Manlius Torquatus Severinus Boethius|Anitius Manlius Severinus Boethius|Anitius Manlius Torquatus Severinus Boecius|Boezio Anicio Manlio Torquato Severino|Torquatus Boetius|Anicius Manlius Torquatus Severinus Boetius|Anitius Manlius Torquatus Severinus Boethius|Pseudo-Boetius|Anicius Manlius Severinus Boèce|Boezio Severino|Severinus Boetius|Severino Boezio|Annaeus Boetius|Boeces|Manlius Severinus|Manlius Boethius|Boetius|Anicius|Pseudo-Boèce|Anitius Manlius Torquatus Severinus Boe.|Anneus Boetius|Boethius Anicius Manlius Severinus|Anicius Manlius Severinus Boethius,0480,0524,Philosoph|Schriftsteller|Politiker,
118513176,"Johannes Bonaventura, Kardinal, Heiliger","Fidanza Johannes|Giovanni Fidanza|Giovanni|Boaventura de Bagnoreggio|de Bagnoregio Buenaventura|St. Bonaventure|Frater Johannes Bonaventura|Findanza de Bagnorea Johannes|Pseudo-Bonaventura|Sanctus Pseudo-Bonaventura|Pseudo-Bonaventur|San Bonaventura|Johannes Fidanza|Heiliger Bonaventura|Johannes Fidanza de Bagnorea|di Bagnoregio Bonaventura|von Fidanza Bonaventura Johannes|Bonaventura Johannes|Sanctus Bonaventura|Eustachius|Sanktus Bonaventura|Saint Bonaventure|Cardinal Bonaventura|de Balneo Regio Eustathius|Bonaventura|Eustathius|da Bagnoregio Bonaventura|Sanctus Bonaventura|di Fidanza Giovanni|Saint Bonaventure|Eutychius|Franziskanerorden, Generalminister Johannes Bonaventura|Bonaventure|Johannes|Saint Bonaventura|de Balneo Regio Eustachius|Johannes Bonaventura|Eustychius|of Albano Bonaventura|Buenaventura|a Bagnorea Bonaventura|Fidenza Bonaventura Johannes|Giovanni Fidanza|Sanctus Bonaventurus|de Bagnorea Bonaventura|de Balneo Regio Eutychius|de Balneo Regio Eustychius|Eustachius Fidansa|Kardinal, Heiliger Johannes Bonaventura",1221,1274-07-15,Kardinal|Generaloberer|Kirchenlehrer|Kardinal|Hochschullehrer|Theologe|Philosoph,Bagnoregio
118516132,"Bruni, Leonardo",Leonardo|Leonardo Bruni Aretino|Leonardo B. Aretinus|Humanist Aretino|Lionards Bruni|Leonhardus Arentinus|Leonardus Aretinus|Leonardo d' Arrezzo|Aretinus Leonhardus|Leonardo Bruni Aretinus|Lionardo Aretino|Leonardo Aretino|Leonardo Bruno Aretino|Leonardus Brunus|Bruni Aretino Leonard|Leonardus aus Arezzo|Leonhardus Brunus|Leonardi Aretini|Leonardo Bruno|Leonardus Brunus Aretinus|Bruno Leonardus Aretinus|Aretino Leonardo|Brunus Aretinus Leonardus|d'Arezzo Leonardo|Bruni Leonardo|Leonardus|d'Arezzo Léonard|Aretino Léonard|Leonardus Brunus Aretinus|Aretinos Leonardo|Leonardo B. Aretino|Aretinus Bruni|Léonard|Lionardo|Leonardo Aretini|Lionardo Bruni|Bruni Lionardo|Brunus Aretinus|Leonardus Arethinus|Leonardus Arrentinus|Leonardo Aretino Bruni|Arethinus Leonardus|Leonhardus Bruno Aretinus|Leonardus Arretinus Bruni|Lionardo Bruni Aretino|Aretinus Leonardus|Leonardo Aretino Bruni|Leonardus Aretihus|Brunus Leonardus|Leonhardus Aretinus|Leonardus Bruni Aretinus|Bruno Aretinus|Leonardo Bruni Aretino|Arretinus Leonardus|Lionardo Bruni Aretino|Leonardus Arrhetinus|Leonardus Arretinus|Leonardo Aretio|Leōnardou Aretinou|Aretino Bruni|Leonardo Bruni,1370,1444,Humanist|Historiker,
118518429,"Calixtus III., Papst","Papa, III. Callistus|Papst Kalixt III|Alonso de Borja|Papa Callistus III.|de Borja Alfons|Papa Callixtus 3|Papst Calisstus III|Papst Kallistus III.|Papst, Gegenpapst Callistus III|Papa Callistus 3|Alphonse Borgia|Papst Kallistus III|Alfons de Borja|Papa Calixtus 3|Papst, Gegenpapst Kallixtus III|Papst Kalixt III.|Papst Calixtus III|Papa, III. Calixtus|Papa, III. Kalixt|Borgia Alphonse|Papst, Gegenpapst Callixtus III|Alonso de Borja y Martí|Papa Calisto III.|Alfonso de Borgia|Pape Calixte III.|Papa Callisto III.|Papa, III Callistus|Papa Calixtus III|de Borja Alonso|Alonso Borgia|Alonso de Borgia|Borgia Alfonsus|Papst Calixtus III.",1378-12-31,1458-08-06,Papst,Valencia
118519697,"Cato, Marcus Porcius, Censorius","Marcus Porcius, Maior Cato|Sapiens Cato|M., maior Cato|Cato|Marcus Porcius, Zensor Cato|l'Ancien Caton|Marcus Porcius, der Ältere Cato|Priscus Cato|Major Cato|Marcus Porcius Cato Censorius|Marcus Porcius Cato Censorius|Marcus Porcius Cato|Pseudo-Cato|Marcus Porcius Cato Censorius|de Tusculum Caton|Marcus Porcius, Sapiens Cato|Caton|M. Cato|Marcus Porcius, Superior Cato|Marcus Porcius Cato|Marcus Porcius Cato|Marcus Porcius, Priscus Cato|Marcus Porcius Catho|Scriptor Rei Rusticae Cato|der Ältere Cato|Maior Cato|Dionysius Cato|Philosophus Cato|Orator Cato|il Censore Cato|Marcus Porcius Chato|Marcus Porcius Censorius Cato|Superior Cato|Marcus Porcius Maior Cato|Censorius Cato|M. Porcius Cato|Marcus Porcius, Censorius Cato",-0234,-0149,Politiker|Schriftsteller,Tusculum
118520814,"Cicero, Marcus Tullius",M. T. C.|Marco T. Cicerone|Marcus T. Ciceron|M.T.C.|Sailuo Xi|Pseudo-Cicero|Philosophus Cicero|Arpinius Cicero|M. T. Cic.|Marco Tullio Cicerone|Cecéron|Ciceron|Pseudo-Cicerone|Marcus Tullius Ciccero|Marcus T. Cicerone|Pseudo Cicero|Tully|M. T. Cicero|Marcus T. Cicéron|Markus Tullius Cicero|西塞罗|Markos Tyllios Kikerō|d'Arpinum Cicéron|Cicerone|Cicero|Marcus Tullius Cicéron|M. Tullus Cicero|Marcus Tullius|Marcus Tullius Cicero|Orator Cicero|Xi sai luo|Marco Tulio Cicerón|Marcus Tullus Cicero|Cyceron|Philosopher Cicero|von Arpinum Cicero|d'Arpinium Cicéron|Mark Tullij Ciceron|von Arpinium Cicero|M. Tullius Cicero|Marcus T. Cicero|Marek T. Cycero|Pseudo Ciccero|Tullius|Marcus Tullius Ciceron|Cicéron|Mark Tullij Cicjeron|Markos Tyllios Kikero|Marcus Tullius Cic.|Marco T. Ciceron|Xisailuo|Pseudocicero|塞罗 西|Marcus Tullius Cicero|Cicero Tullius|Marcus Tullius Cicero,-0106,-0043,Politiker|Philosoph|Schriftsteller|Rechtsanwalt,Arpino
118531328,"Eugen IV., Papst","Evžen IV.|Gabriele Condulmaro|Condulmer Gabriele|Gabriello Condolmieri|Papst Eugen IV|Pape, 4 Eugenius|Papa Eugenio IV.|Papa Eugenius IV.|Pape Eugène IV.|Eugeniusz IV.|Gabriele, Pape, 4 Condulmer|Papst, 4 Eugen IV|Pope, 4 Eugen IV|Gabriele Condulmer|Papst, 4 Eugenius|Gabriele Condolmieri|Pontifex Maximus Eugenius IV.|Gabriele, Papst, 4 Condulmer|Gabriele, Pope, 4 Condulmer|Papst Eugen IV.|Pape, 4 Eugen IV|Papa Eugenio IV|Pope, 4 Eugenius|Condolmerio Gabriel|Eugen Condolmieri|Papa Eugenius IV|Eugen IV.|Papst Eugen IV.",1383,1447,Papst,Venedig
118531425,"Eusebius, Caesariensis","Caesariensis Eusebius Pamphilus|Pamphilos Eusebios|Vercellensis Eusebius|Pamphilus Eusebius|Pamphiliensis Eusebius|von Kaisareia Eusebius|Eusébe|von Kaisareia Eusebios|Evsevij Pamfilov|Caesariensis Eusebio|de Pamphile Eusèbe|de Pamphil Eusèbe|Sanctus Eusebius|Caesarensis Eusebius|Eusebius Pamphili|Kesarieli Evsebi|Caesareae Palestinae Eusebius|ho Pamfilos Eusebios|Eusebius Pamphilus|Eusebius Pamphili|Episcopus Eusebius|Episcopus Caesariensis Eusebius|Episkopos Eusebios|Pamffila Eusebius|von Caesarea Pseudo-Eusebius|de Cezareea Eusebiu|Pamphilius Eusebius|Eusebios|Caesarejský Eusebius|de Crémone Eusèbe|Cesariense Eusebio|von Cäsarea Eusebius|Caesareenensis Eusebius|Eusebius|Caesariensis Eusebius Pamphilius|Theologus Eusebius|von Kaisarea Eusebios|Cesariensis Eusebius|Pamphilu Eusebios|von Caesarea Eusebius|de Césarée Eusèbe|Eusebius, Bischof von Caesarea Pamphili|ὁ τῆς Καισαρείας Εὐσέβιος|Scriptor Ecclesiasticus Eusebius|Pamphilios Eusebios|von Palästina Eusebios|Bischof Eusebios|Caesariensis Pseudo-Eusebius|di Cesarea Eusebio|Pamphili Eusebius|of Caesarea Eusebius|von Caesarea Eusebios|Kaisareias Eusebios|Evusēbiyas|Pamphile Eusèbe|Kaisareus Eusebios|Pampíli Ewsebi|Kesaracʿwoy* Ewsebi|Euseb|Kaisareias Eusebiōs|Qēsarē Ēusēbīs|Caesariensis Eusebius",0260,0339,Kirchenhistoriker|Theologe|Bischof,
118535188,Freidank,Fridank|Freidenker|Vrîdank|Vridanc|Freydank|Frîgedanc|Vrîdanc|Bernard Frydank|Frîdanc|Freidanc|Magister Fridancus|Freidank,,1233,Spruchdichter|Librettist,
118538616,"Gerardus, de Vliederhoven",Gerardus DeVliederhoven|Gerhard van Vliederhoven|Gerardus De Vliederhoven|von Vliederhoven Gerhard|van Vlyderhoven Gerardus|van der Vlyderhoven Gerard|Gerardus de Vliederhoven|Teutonicus Gerardus|de Vlyderhoven Gerardus|de Vliederhoven Gérard|Vliederhovensis Gerardus|Gerard van Vliederhoven|van Vliederhoven Gerard|van der Vlyderhoven Gerardus|Gerard van der Vlyderhoven|de Vliederhoven Gerardus,[13XX],1402,Theologe,
118541625,"Gratianus, de Clusio",de Chiusi Gratien|Camaldulensis Gratianus|von Chiusi Gratian|Gratien|da Chiusi Gratiano|Theologe Gratian|the Canonist Gratianus|Franciscus Gratianus de Garratoribus|da Chiusi Graziano|Gracianus|Graziano|Iuris Canonici Professor Gratianus|de Carraria Gratien|Gratianus de Clusio|Magister Gratianus|Gratianus|Sancti Felicis Bononiensis Gratianus|de Saint-Félix de Bologne Gratien|von Bologna Gratian|de Clusio Gratianus,,1158,Kanonist|Theologe|Hochschullehrer,Chiusi
118541838,"Gregor I., Papst","le Grand, Pape Grégoire|lo Pape Gregoire I.|Magnus Pseudo-Gregorius|Papst Gregorius I.|Dialogos, Papst Grégoire|le Grand, saint Grégoire|Papež Ržehoř I.|Papst Pseudo-Gregorius I|Dvoeslov Grigorij|Saint Gregory|Magnus, Papst Gregorius|Sanctus Gregorius|Magno, Pape Gregorio|Veliký R̆ehor̆|Heiliger, Papst Gregor|Papst Gregory I|le Grand, Pope Grégoire|Magno Gregorio|Gergély|Dialogos Gregorios|Pape Grégoire I.|Pape Gregory I|Pope Gregorius I|Pope Gregory I.|Dialogos, Papst Gregorios|Papa Gregorio I.|Papa Pseudo-Gregorius I.|saint Grégoire le Grand|de Grote Gregorius|Pope Gregory I|Saint, Pope Gregor|der Große Gregor|der Grosse, Pape Gregor|der Grosse, Papst Gregor|Magnus, Pope Gregorius|Papst Gregorio I|the Great, Pope Gregory|Saint, Pape Gregor|il Grande, Papst Gregorio|Vel'ky Gregor|Pape Gregorius I|Pape Gregor I|the Great, Papst St. Gregory|the Great, Papst Gregory|Sanctus, Papst Gregorios|the Great Gregory|Papa Gregorius I.|der Grosse, Papst Gregorius|Magno, Pope Gregorio|il Grande Gregorio|Pope Gregor I|le Grand Grégoire|Swaty Ržehoř|der Grosse Gregor|Papst Gregorius I|Magno, Papst Gregorio|der Grosse, Pope Gregor|Magnus, Pape Gregorius|Papst Gregor I|Dialogos Gregor|Papa 1. Gregorius|de Grote, Papst Gregorius|the Great, Pape Gregory|le Grand, Papst Grégoire|Papst Grégoire I|Magnus Gregorius|Wielki Grzegorz|Sanctus Gregorius|Papst Gregor I.",0542,0604,Papst|Kirchenlehrer|Mönch,Rom
118548158,"Heinrich, der Teichner",Alte Moringer|Heinrich der Teichner|Heinrich Teichner|der Alte Moringer|der Teichner Heinrich,1310,1377,,
118548379,"Henricus, de Frimaria","Alemanus Henricus|de Wrimaria Henricus|Firmaria Henricus|Henricus de Firmaria|Henricus de Frimaria|Wimaria Henricus|de Alemannia Henricus|aus Friemar Henricus|Heinrich von Freimar|Henricus de Firmaria|de Vrimach Henri|Henricus de Friemar|de Ferraria Henricus|de Frimaria Henricus|von Friemar Heinrich|Henricus de Frimaria|de Viri Henricus|of Friemar Henry|Henricus de Firmatia|de Frimaria, Senior Henricus|de Fricmar Henricus|de Firmatia Henricus|de Urimaria Henricus|de Vrimaria Henricus|von Friemar, der Ältere Heinrich|de Primaria Henricus|de Friemar Henricus|de Frimaria Henricus",1245,1340,Katholischer Theologe,
118548395,"Heinrich, von Langenstein","Heinrich von Hessen der Aeltere|de Hassia Henricus Langenstein|Heinrich Von Langenstein|Henricus Heinbuche von Langenstein|de Hassia de Langenstein Henricus|Enrique de Langenstein|Heinbuche Heinrich|Henricus von Langenstein|Heinrich Heinbuch von Langenstein|von Hassen Heinrich|Heinrich Heinbuche de Langenstein|Heinrich Hainbuch Von Langenstein|Hembuche Henricus|Henricus de Hassia de Langenstein|Heinrich Heinbuch von Langenstein|Heinrich von Langenstein|Heinrich Hainbuch von Langenstein|de Hassia Sen. Henricus|Langensteiniensis Henricus|Henricus Langensteijn de Hassia|senior Henricus de Hassia|von Hainbuch Heinrich|de Hassia Heinricus|Heinbuche de Hassia Henricus|Heinrich Heinbuch Von Langenstein|of Hesse Henry|Heynbuch Heinrich|de Hesse Henri|Henricus de Hassia de Langenstein|Henricus de Langenstein|Heinbuche de Langenstein Henricus|de Langenstein Henricus|Heinbuche von Langenstein Heinrich|Heinrich Hainbuch von Langenstein|von Hessen Heinrich|de Hassia Henricus|de Hassia Pseudo-Henricus|von Hessen d.Ä. Heinrich|de Langenstein Pseudo-Henricus|Heinbuche Henricus|Heinrich Heinbuch von Langenstein|Henricus de Hassia|de Langenskin Henricus|von Hessen, der Ältere Heinrich|Heinrich Heinbuche|Heinrich Hainbuch von Langenstein|de Hassia, Senior Henricus|von Langenstein Heinrich",1325,1397-02-11,Theologe|Hochschullehrer,Kirchhain-Langenstein
118548417,"Heinrich, von Mügeln",Heinrich von Mogelyn|Heinrich Mogelin|Heinrich Mügling|Heinrich von Müglein|Heinrich von Mügeln|Heinrich von Müglin|Heinrich von Mogilin|von Müglin Heinrich|Heinrich Müglein|de Mügeln Henri|von Müglein Heinrich|Heinrich Mügelein|Henrich Migeling|Heinrich von Mügelin|von Mügeln Heinrich,1319,1380,Schriftsteller|Übersetzer,Mügeln
11854974X,"Mönch, von Salzburg",von Salzburg Johann|von Salzburg Johannes|Mönch von Salzburg|ein Mönch Johannes|von Salzburg Münch|von Salzburg Hermann|Mönch von Salzburg|von Salzburg Mönch,,,Komponist|Schriftsteller,
118550853,"Hieronymus, Sophronius Eusebius",Hieronymus|di Stridone Girolamo|Abbas Hieronymus|Cardinalis Hieronymus|Sanctus Jérôme|Saint Jérôme|svatý Jeroným|Santo Girolamo|Pseudo-Hieronymus|Presbyterus Hieronymus|Hieronymus Sophronius Eusebius|Eusebius S. Hieronymus|San Girolamo|Kirchenvater Hieronymus|Sanctus Hieronimus|Sanctus Hieronymus|Gerolamo|Eusebius Hieronymus|Presbyter Hieronimus|Stridoniensis Hieronymus|Girolamo di Stridone|Pseudo-Jerome|Scriptor Ecclesiasticus Hieronymus|Stridonius Ieronymus|Saint Hieronymus|Sophronius Eusebius Pseudo-Hieronymus|Praesbiter Hieronymus|Divus Hieronymus|św. Hieronim|Presbyterius Hieronymus|Iheronimus|Sofronio Eusebio Girolamo|San Gerolamo|Stridon. Hieronymus|Hieronim|Ieronim|Świe̜ty Hieronim|Hieronymvs|Eusebius Hieronymus Sophronius|B. Hieronymus|Hieronymus Eusebius|Sophronius E. Hieronymus|Saint Jérôme|B. lagoslovljen Stridonskij Jeronim|Presbite Jeronimus|Jerome|Girolamo|Hieronymos|Jérôme|Presbyter Hieronymus|Stridonensis Hieronymus|Eusebius Hieronymus Sophronius|Romanus Hieronymus|Bethlehemiticus Hieronymus|Sant Hiero|Stridonius Hieronymus|Hieronymus Eusebius Sophronius|Interpres Hieronymus|Girolamo Di Stridone|von Stridon Hieronymus|San Jéronimo|Sanctus Eusebius Hieronymus|Pseudo-Girolamo|Sophronius Eusebius Hieronymus|Heiliger Hieronymus|Eusebius Sophronius Hieronymus|Sophronius Eusebius Hieronymus,0345,0420,Kirchenlehrer|Kirchenväter|Theologe,Dalmatien
118553569,"Horatius Flaccus, Quintus",Quintus Horazius Flakkus|de Venouse Horace|Quintus Horacius Flakus|Quinto Horatio Flacco|Horatius Flaccus|Flacce Horace|Quinto Orazio Flacco|Horace|Oracio|Quintus Horatius Flaccus|Quintus Orazjus Flaccus|Quintus Horazius Flaccus|Ho-la-tz'ŭ|Quinto Orazio Flacco|Kvint Khorat͡siĭ Flak|Q. Horatius Flaccus|Khorat͡siĭ|Quinto Horacio Flaco|Gorat̸s̶ĭ̄|Horaz|Flacco Orazio|Horacyusz|Oratio|Q. Horatius F.|Kvint Goraz Flakk|Horacy|Quintus Horacius Flakus|Quintus H. Flaccus|Orazio|Gorat͡sĭ̄|Khorat̸s̶iĭ|Quintus Horatius|Quintus Horatius Flaccus|Horatius Flaccus|Horatius|Kvint Khorat̸s̶iĭ Flak|Kwintus Horacjusz Flakkus|Quintus Horazius Flakus|Horatz|Qu. Horatius Flaccus|Poeta Horatius|Horacio|Oracius Flaccus|Horacij|Flaccus Horatius|Quinctus Horatius Flaccus|Quintus Horatius Flaccus,-0065,-0008,Schriftsteller|Philosoph,Venosa
118554611,"Hugo, von Sankt Victor",Parisiensis Hugo|de Sant Víctor Hug|Hugo von St. Victor|de Sancto Victore Ugo|de Sancto Victore Pseudo-Hugo|von Sankt Viktor Hugo|Philosophus Hugo|de Si Santo Victore Ugo|von St.-Victor Hugo|Sanctus Hugo|Hugues de Saint-Victor|di San Vittore Ugo|Victorius Hugo|Magnus Hugo|Hugo Victorius|de Blankenburg Hugo|Beatus Hugo|von St. Viktor Hugo|de San Víctor Hugo|Hugo von Saint-Victor|di S. Vittore Ugo|Canonicus Hugo|Hugo von Sankt Viktor|of Saint-Victor Hugh|Hugh of Saint-Victor|de S. Victore Hugo|Magister Hugo|de Mauritania Hugo|Hugo de Sancto Victore|Theologus Hugo|de Saint-Victor Hugues|ze Svatého Viktora Hugo|of Saint Victor Hugo|Hugo de Sancto Victore|of St. Victor Hugh|à S. Victore Pseudo-Hugo|de Sancto Victore Hugo|de Sancto Vittore Ugo|di Santo Vittore Ugo|Hughes de Saint Victor|von Sankt Victor Hugo,1096,1141,Theologe|Philosoph|Mystiker,
